Country,Week,Alpha,Beta,Delta,Omicron,Other_variants,Total,Vaccinated,Fully_vaccinated,Boosted
IND,202213,0,0,8,253,6,267,,,
IND,202214,0,0,0,307,3,310,994642394.0,837829024.0,22960711.0
IND,202215,0,0,1,523,3,527,,,
IND,202216,0,0,1,625,3,629,,,
IND,202217,0,0,2,629,2,633,1003162202.0,858800580.0,26718403.0
IND,202218,0,0,3,972,4,979,1005329809.0,866213265.0,28023190.0
IND,202219,0,0,3,654,3,660,1007616480.0,874086644.0,29285807.0
IND,202220,0,0,1,612,3,616,1009345050.0,880383946.0,30910060.0
IND,202221,0,0,1,710,3,714,1010876641.0,886749725.0,33018770.0
IND,202222,0,0,0,1183,18,1201,1012032729.0,891909560.0,34921061.0
IND,202223,0,0,1,1994,18,2013,1013296239.0,898119984.0,37096328.0
IND,202224,0,0,0,2954,49,3003,1014571652.0,905029095.0,39667541.0
IND,202225,0,0,4,2915,91,3010,1015664024.0,910723911.0,42283778.0
IND,202226,0,0,1,3856,109,3966,1016823048.0,915792386.0,45002940.0
IND,202227,0,0,0,3218,59,3277,,,
IND,202228,0,0,1,2378,54,2433,,,
IND,202229,0,0,3,2447,50,2500,1020047447.0,928991142.0,68404476.0
IND,202230,0,0,0,1696,39,1735,1021195385.0,932438658.0,86440259.0
IND,202231,0,0,0,1299,25,1324,1022134169.0,935057847.0,102581049.0
IND,202232,0,0,0,812,15,827,1022911169.0,937381177.0,117375590.0
IND,202233,0,0,0,478,16,494,1023462622.0,939094320.0,131881650.0
IND,202234,0,0,0,262,11,273,1024216196.0,941459291.0,148778370.0
IND,202235,0,0,0,312,5,317,1024757889.0,943038654.0,162667643.0
IND,202236,0,0,0,568,4,572,1025269211.0,944731966.0,178074012.0
IND,202237,0,0,0,81,1,82,1025764618.0,946326767.0,192305563.0
IND,202238,0,0,0,40,0,40,1026106833.0,947414286.0,200820471.0
IRL,202008,0,0,0,0,1,1,,,
IRL,202010,0,0,0,0,8,8,,,
IRL,202011,0,0,0,0,81,81,,,
IRL,202012,0,0,0,0,219,219,,,
IRL,202013,0,0,0,0,171,171,,,
IRL,202014,0,0,0,0,282,282,,,
IRL,202015,0,0,0,0,196,196,,,
IRL,202016,0,0,0,0,217,217,,,
IRL,202017,0,0,0,0,47,47,,,
IRL,202018,0,0,0,0,81,81,,,
IRL,202019,0,0,0,0,42,42,,,
IRL,202020,0,0,0,0,23,23,,,
IRL,202021,0,0,0,0,25,25,,,
IRL,202022,0,0,0,0,6,6,,,
IRL,202023,0,0,0,0,2,2,,,
IRL,202024,0,0,0,0,4,4,,,
IRL,202025,0,0,0,0,1,1,,,
IRL,202026,0,0,0,0,1,1,,,
IRL,202027,0,0,0,0,8,8,,,
IRL,202028,0,0,0,0,30,30,,,
IRL,202029,0,0,0,0,1,1,,,
IRL,202030,0,0,0,0,21,21,,,
IRL,202031,0,0,0,0,38,38,,,
IRL,202032,0,0,0,0,28,28,,,
IRL,202033,0,0,0,0,60,60,,,
IRL,202034,0,0,0,0,22,22,,,
IRL,202036,0,0,0,0,29,29,,,
IRL,202037,0,0,0,0,47,47,,,
IRL,202038,0,0,0,0,98,98,,,
IRL,202039,0,0,0,0,7,7,,,
IRL,202040,0,0,0,0,16,16,,,
IRL,202041,0,0,0,0,67,67,,,
IRL,202042,0,0,0,0,44,44,,,
IRL,202043,0,0,0,0,54,54,,,
IRL,202044,1,0,0,0,20,21,,,
IRL,202045,0,0,0,0,51,51,,,
IRL,202046,0,0,0,0,36,36,,,
IRL,202047,0,0,0,0,31,31,,,
IRL,202048,0,0,0,0,103,103,,,
IRL,202049,0,0,0,0,19,19,,,
IRL,202050,0,0,0,0,15,15,,,
IRL,202051,6,0,0,0,73,79,,,
IRL,202052,24,3,0,0,14,41,,,
IRL,202053,76,3,0,0,91,170,4339.0,35.0,
IRL,202101,53,2,1,0,43,99,48426.0,96.0,
IRL,202102,141,2,0,0,144,287,101442.0,146.0,
IRL,202103,136,3,0,0,62,201,148178.0,3548.0,
IRL,202104,264,0,0,0,89,353,157239.0,46331.0,
IRL,202105,620,1,0,0,125,746,166587.0,93775.0,
IRL,202106,837,2,0,0,133,972,193092.0,100005.0,
IRL,202107,500,5,0,0,66,571,236998.0,143114.0,
IRL,202108,804,13,1,0,67,885,315662.0,153740.0,
IRL,202109,694,0,0,0,35,729,396568.0,162031.0,
IRL,202110,758,7,0,0,23,788,476685.0,174361.0,
IRL,202111,880,20,0,0,33,933,521117.0,195652.0,
IRL,202112,798,5,0,0,44,847,610873.0,240475.0,
IRL,202113,547,3,4,0,14,568,702456.0,293487.0,
IRL,202114,716,7,6,0,86,815,791385.0,337177.0,
IRL,202115,663,0,8,0,39,710,903159.0,380953.0,
IRL,202116,782,1,21,0,44,848,1050561.0,432385.0,
IRL,202117,903,0,37,0,96,1036,1215210.0,484496.0,
IRL,202118,919,0,37,0,80,1036,1411962.0,543582.0,
IRL,202119,525,0,29,0,290,844,1633399.0,652055.0,
IRL,202120,1229,0,30,0,71,1330,1874041.0,784156.0,
IRL,202121,982,0,39,0,58,1079,2057541.0,929060.0,
IRL,202122,560,0,53,0,32,645,2226629.0,1051704.0,
IRL,202123,687,0,105,0,20,812,2382370.0,1194731.0,
IRL,202124,592,0,282,0,21,895,2477412.0,1470023.0,
IRL,202125,306,1,396,0,16,719,2584998.0,1745553.0,
IRL,202126,83,1,449,0,7,540,2708792.0,1996327.0,
IRL,202127,111,0,1091,0,11,1213,2846833.0,2287705.0,
IRL,202128,68,2,1323,0,3,1396,3029837.0,2532784.0,
IRL,202129,38,0,1474,0,4,1516,3243384.0,2691406.0,
IRL,202130,22,0,1577,0,3,1602,3399213.0,2848526.0,
IRL,202131,5,0,1432,0,0,1437,3500802.0,2989018.0,
IRL,202132,7,0,1245,0,2,1254,3579792.0,3149637.0,
IRL,202133,2,0,1628,0,1,1631,3667546.0,3297057.0,
IRL,202134,0,0,960,0,0,960,3736665.0,3412860.0,
IRL,202135,0,0,1297,0,1,1298,3771559.0,3501558.0,
IRL,202136,0,0,1475,0,0,1475,3791286.0,3589960.0,
IRL,202137,0,0,1040,0,0,1040,3806965.0,3666455.0,
IRL,202138,0,0,769,0,0,769,3819351.0,3717312.0,
IRL,202139,0,0,1064,0,0,1064,3830076.0,3746727.0,9375.0
IRL,202140,0,0,1310,0,0,1310,3836986.0,3765456.0,68047.0
IRL,202141,0,0,1661,0,0,1661,3843670.0,3779711.0,132528.0
IRL,202142,0,0,1316,0,0,1316,3855217.0,3792923.0,180091.0
IRL,202143,0,0,2137,0,0,2137,3867237.0,3802403.0,210099.0
IRL,202144,0,0,741,0,0,741,3876203.0,3809513.0,268214.0
IRL,202145,0,0,247,0,0,247,3884359.0,3816975.0,421324.0
IRL,202146,0,0,184,0,0,184,3894459.0,3828672.0,598875.0
IRL,202147,0,0,340,5,0,345,3904242.0,3840639.0,799208.0
IRL,202148,0,0,1403,34,1,1438,3913694.0,3851316.0,1014903.0
IRL,202149,1,0,826,164,4,995,3919608.0,3860384.0,1235494.0
IRL,202150,0,0,1100,1313,1,2414,3925957.0,3870330.0,1584073.0
IRL,202151,0,0,96,584,2,682,3930648.0,3876867.0,2108576.0
IRL,202152,0,0,70,903,1,974,3934422.0,3882531.0,2287850.0
IRL,202201,0,0,77,2009,0,2086,3958764.0,3888837.0,2479567.0
IRL,202202,0,0,36,1666,5,1707,4011304.0,3894635.0,2614835.0
IRL,202203,0,0,26,3988,4,4018,4039609.0,3900066.0,2684068.0
IRL,202204,0,0,3,1062,1,1066,4049383.0,3911674.0,2722850.0
IRL,202205,0,0,2,614,0,616,4056768.0,3941746.0,2752788.0
IRL,202206,0,0,0,420,0,420,4063484.0,3966626.0,2781098.0
IRL,202207,0,0,1,317,0,318,4069240.0,3982942.0,2806319.0
IRL,202208,0,0,0,568,0,568,4074475.0,3994350.0,2827414.0
IRL,202209,0,0,0,122,0,122,4077546.0,4004638.0,2848476.0
IRL,202210,0,0,1,183,0,184,4079597.0,4012605.0,2871053.0
IRL,202211,0,0,0,1583,0,1583,4081230.0,4018157.0,2886598.0
IRL,202212,0,0,0,2301,0,2301,4083381.0,4024186.0,2912077.0
IRL,202213,0,0,0,1179,0,1179,4085860.0,4029001.0,2940931.0
IRL,202214,0,0,0,1394,0,1394,4087547.0,4031779.0,2965374.0
IRL,202215,0,0,0,805,0,805,,,
IRL,202216,0,0,0,899,0,899,4090182.0,4036490.0,2993394.0
IRL,202217,0,0,0,1275,0,1275,4091229.0,4038822.0,3005285.0
IRL,202218,0,0,0,1555,0,1555,4092413.0,4041042.0,3017542.0
IRL,202219,0,0,0,1225,0,1225,4093512.0,4042918.0,3031319.0
IRL,202220,0,0,0,459,0,459,4094566.0,4044672.0,3044611.0
IRL,202221,0,0,0,496,0,496,4095456.0,4046163.0,3057094.0
IRL,202222,0,0,0,994,1,995,4096204.0,4047536.0,3066757.0
IRL,202223,0,0,0,196,0,196,4096738.0,4048754.0,3073504.0
IRL,202224,0,0,0,3157,0,3157,4097262.0,4049771.0,3081107.0
IRL,202225,0,0,0,2167,0,2167,4097911.0,4050968.0,3089611.0
IRL,202226,0,0,0,1302,0,1302,4098416.0,4051806.0,3097483.0
IRL,202227,0,0,0,1307,0,1307,4098974.0,4052505.0,3104584.0
IRL,202228,0,0,0,968,0,968,4099526.0,4053209.0,3110330.0
IRL,202229,0,0,0,575,0,575,4099984.0,4053832.0,3114708.0
IRL,202230,0,0,0,393,0,393,4100330.0,4054298.0,3118198.0
IRL,202231,0,0,0,425,0,425,4100712.0,4054838.0,3120710.0
IRL,202232,0,0,0,364,0,364,4101061.0,4055284.0,3123138.0
IRL,202233,0,0,0,703,0,703,4101437.0,4055641.0,3126131.0
IRL,202234,0,0,0,788,0,788,4101849.0,4056061.0,3129474.0
IRL,202235,0,0,2,590,0,592,4102149.0,4056413.0,3132413.0
IRL,202236,0,0,0,234,0,234,4102506.0,4056789.0,3135067.0
IRL,202237,0,0,0,96,0,96,4102769.0,4057154.0,3136969.0
IRL,202238,0,0,0,98,0,98,4103058.0,4057488.0,3138455.0
IRL,202239,0,0,0,41,0,41,4103283.0,4057796.0,3140247.0
IRL,202240,0,0,0,1,0,1,4103589.0,4058049.0,3143688.0
ISR,202009,0,0,0,0,2,2,,,
ISR,202010,0,0,0,0,18,18,,,
ISR,202011,0,0,0,0,43,43,,,
ISR,202012,0,0,0,0,63,63,,,
ISR,202013,0,0,0,0,58,58,,,
ISR,202014,0,0,0,0,99,99,,,
ISR,202015,0,0,0,0,33,33,,,
ISR,202016,0,0,0,0,44,44,,,
ISR,202017,0,0,0,0,30,30,,,
ISR,202018,0,0,0,0,5,5,,,
ISR,202019,0,0,0,0,4,4,,,
ISR,202020,0,0,0,0,2,2,,,
ISR,202021,0,0,0,0,1,1,,,
ISR,202022,0,0,0,0,3,3,,,
ISR,202023,0,0,0,0,17,17,,,
ISR,202024,0,0,0,0,1,1,,,
ISR,202025,0,0,0,0,6,6,,,
ISR,202026,0,0,0,0,5,5,,,
ISR,202027,0,0,0,0,11,11,,,
ISR,202028,0,0,0,0,2,2,,,
ISR,202029,0,0,0,0,2,2,,,
ISR,202030,0,0,0,0,45,45,,,
ISR,202031,0,0,0,0,4,4,,,
ISR,202032,0,0,0,0,8,8,,,
ISR,202033,0,0,0,0,3,3,,,
ISR,202034,0,0,0,0,2,2,,,
ISR,202036,0,0,0,0,3,3,,,
ISR,202038,0,0,0,0,1,1,,,
ISR,202039,0,0,0,0,5,5,,,
ISR,202041,0,0,0,0,1,1,,,
ISR,202042,0,0,0,0,4,4,,,
ISR,202043,0,0,0,0,2,2,,,
ISR,202047,1,0,0,0,0,1,,,
ISR,202048,0,0,0,0,1,1,,,
ISR,202049,0,0,0,0,9,9,,,
ISR,202050,0,0,0,0,28,28,,,
ISR,202051,1,1,0,0,19,21,71.0,4.0,
ISR,202052,67,0,0,0,171,238,284546.0,4.0,
ISR,202053,146,7,1,0,961,1115,1135485.0,6.0,
ISR,202101,455,23,8,0,416,902,1893146.0,51.0,
ISR,202102,257,34,3,0,326,620,2144865.0,248653.0,
ISR,202103,305,9,0,0,239,553,2580858.0,1024523.0,
ISR,202104,571,14,8,0,320,913,3038345.0,1794475.0,
ISR,202105,791,57,0,0,222,1070,3452828.0,2080992.0,
ISR,202106,540,21,0,0,170,731,3850237.0,2495259.0,
ISR,202107,316,17,0,0,89,422,4292602.0,2940642.0,
ISR,202108,807,27,0,0,135,969,4691492.0,3351387.0,
ISR,202109,967,29,0,0,63,1059,4928662.0,3745249.0,
ISR,202110,250,5,0,0,12,267,5079897.0,4162441.0,
ISR,202111,548,2,0,0,8,558,5185742.0,4546562.0,
ISR,202112,343,3,0,0,6,352,5242599.0,4734524.0,
ISR,202113,25,1,0,0,3,29,5280287.0,4840929.0,
ISR,202114,769,1,4,0,18,792,5332917.0,4943952.0,
ISR,202115,249,0,23,0,23,295,5365332.0,4990920.0,
ISR,202116,185,1,11,0,6,203,5400997.0,5031863.0,
ISR,202117,160,0,10,0,16,186,5427078.0,5072037.0,
ISR,202118,97,0,16,0,32,145,5446461.0,5098957.0,
ISR,202119,45,1,7,0,18,71,5460150.0,5121090.0,
ISR,202120,119,2,11,0,14,146,5468889.0,5138817.0,
ISR,202121,6,2,2,0,3,13,5479392.0,5155544.0,
ISR,202122,27,0,29,0,2,58,5488649.0,5165447.0,
ISR,202123,7,1,44,0,8,60,5509728.0,5171832.0,
ISR,202124,4,0,50,0,4,58,5526004.0,5178862.0,
ISR,202125,3,0,597,0,6,606,5573714.0,5186428.0,
ISR,202126,49,0,1393,0,63,1505,5664420.0,5205975.0,129.0
ISR,202127,9,0,474,0,37,520,5766099.0,5223104.0,188.0
ISR,202128,1,1,126,0,7,135,5780378.0,5259240.0,1268.0
ISR,202129,1,0,280,0,27,308,5796327.0,5327168.0,3168.0
ISR,202130,1,0,593,0,48,642,5824133.0,5410747.0,15415.0
ISR,202131,0,0,808,0,15,823,5845255.0,5430015.0,425236.0
ISR,202132,4,0,1163,0,55,1222,5879952.0,5448540.0,867700.0
ISR,202133,0,0,405,0,9,414,5928654.0,5477187.0,1384952.0
ISR,202134,0,0,1179,0,37,1216,5988877.0,5504977.0,1973690.0
ISR,202135,0,0,1028,0,20,1048,6047873.0,5543824.0,2597016.0
ISR,202136,0,0,1264,0,2,1266,6072740.0,5575176.0,2831765.0
ISR,202137,0,0,1207,0,16,1223,6097456.0,5612690.0,3056856.0
ISR,202138,0,0,305,0,14,319,6121919.0,5649733.0,3212445.0
ISR,202139,0,0,403,0,31,434,6162284.0,5684295.0,3494431.0
ISR,202140,0,0,595,0,10,605,6211599.0,5715927.0,3752464.0
ISR,202141,0,0,828,0,30,858,6234343.0,5733408.0,3849813.0
ISR,202142,0,0,635,0,38,673,6249617.0,5747019.0,3912650.0
ISR,202143,0,0,407,0,5,412,6263226.0,5761515.0,3962032.0
ISR,202144,0,0,896,0,28,924,6274266.0,5774149.0,4000617.0
ISR,202145,0,0,594,0,14,608,6282742.0,5783861.0,4032042.0
ISR,202146,0,0,1435,1,47,1483,6290227.0,5792830.0,4058591.0
ISR,202147,0,0,1136,6,13,1155,6331475.0,5801579.0,4084459.0
ISR,202148,4,0,1392,35,36,1467,6387348.0,5808701.0,4111209.0
ISR,202149,0,0,1336,118,36,1490,6423625.0,5816062.0,4136347.0
ISR,202150,0,0,1226,736,33,1995,6468026.0,5849049.0,4168255.0
ISR,202151,0,0,416,1433,15,1864,6522938.0,5901765.0,4208260.0
ISR,202152,0,0,244,1676,9,1929,6583102.0,5944230.0,4265239.0
ISR,202201,0,0,70,2193,20,2283,6638065.0,5982629.0,4596478.0
ISR,202202,0,0,22,2020,17,2059,6682622.0,6032648.0,4949379.0
ISR,202203,0,0,6,1783,22,1811,6696646.0,6074131.0,5055421.0
ISR,202204,0,0,7,3266,17,3290,6701150.0,6099758.0,5100543.0
ISR,202205,0,0,4,1930,4,1938,6703986.0,6116972.0,5143374.0
ISR,202206,0,0,2,2100,20,2122,6705764.0,6125141.0,5179289.0
ISR,202207,0,0,2,2384,23,2409,6707084.0,6129222.0,5202764.0
ISR,202208,0,0,1,2372,52,2425,6707942.0,6131682.0,5215046.0
ISR,202209,0,0,0,2701,34,2735,6708552.0,6133339.0,5222099.0
ISR,202210,0,0,0,1906,59,1965,6709075.0,6134806.0,5227324.0
ISR,202211,0,0,1,3515,49,3565,6709489.0,6135907.0,5232311.0
ISR,202212,0,0,4,3255,44,3303,6710180.0,6137411.0,5244203.0
ISR,202213,0,0,2,1875,16,1893,6711012.0,6138962.0,5262060.0
ISR,202214,0,0,0,1699,36,1735,6711715.0,6140111.0,5276886.0
ISR,202215,0,0,0,1003,6,1009,6712315.0,6141176.0,5285779.0
ISR,202216,0,0,0,2995,17,3012,6712629.0,6141813.0,5290569.0
ISR,202217,0,0,0,2732,28,2760,6713165.0,6142983.0,5296412.0
ISR,202218,0,0,1,1881,27,1909,6713484.0,6143597.0,5299363.0
ISR,202219,0,0,1,2630,57,2688,6713986.0,6144510.0,5303431.0
ISR,202220,0,0,0,2411,69,2480,6714402.0,6145372.0,5307596.0
ISR,202221,0,0,0,1388,11,1399,6714743.0,6146074.0,5310455.0
ISR,202222,0,0,0,1574,21,1595,6715085.0,6146741.0,5312751.0
ISR,202223,0,0,0,3639,22,3661,6715366.0,6147400.0,5315436.0
ISR,202224,0,0,0,2985,30,3015,6715859.0,6148260.0,5320228.0
ISR,202225,0,0,0,3065,5,3070,6716429.0,6149165.0,5327507.0
ISR,202226,0,0,0,3930,14,3944,6716892.0,6149949.0,5334193.0
ISR,202227,0,0,0,5523,81,5604,6717304.0,6150732.0,5339219.0
ISR,202228,0,0,0,4700,87,4787,6717704.0,6151509.0,5343190.0
ISR,202229,0,0,0,5342,49,5391,6718028.0,6152331.0,5346348.0
ISR,202230,0,0,0,4692,55,4747,,,
ISR,202231,0,0,0,2393,37,2430,6718759.0,6153516.0,5350324.0
ISR,202232,0,0,0,1891,19,1910,6719192.0,6153970.0,5351628.0
ISR,202233,0,0,0,1359,20,1379,6719613.0,6154426.0,5352912.0
ISR,202234,0,0,0,896,3,899,,,
ISR,202235,0,0,0,748,13,761,6720188.0,6155315.0,5355163.0
ISR,202236,0,0,0,1055,8,1063,6720445.0,6155816.0,5356055.0
ISR,202237,0,0,0,800,15,815,6720659.0,6156311.0,5356868.0
ISR,202238,0,0,0,914,6,920,,,
ITA,201949,0,0,0,0,1,1,,,
ITA,202005,0,0,0,0,5,5,,,
ITA,202006,0,0,0,0,3,3,,,
ITA,202007,0,0,0,0,15,15,,,
ITA,202008,0,0,0,0,28,28,,,
ITA,202009,0,0,0,0,158,158,,,
ITA,202010,0,0,0,0,191,191,,,
ITA,202011,1,0,0,0,293,294,,,
ITA,202012,1,0,0,0,264,265,,,
ITA,202013,0,0,0,0,227,227,,,
ITA,202014,0,0,0,0,209,209,,,
ITA,202015,0,0,0,0,172,172,,,
ITA,202016,0,0,0,0,108,108,,,
ITA,202017,0,0,0,0,88,88,,,
ITA,202018,0,0,0,0,89,89,,,
ITA,202019,0,0,0,0,43,43,,,
ITA,202020,0,0,0,0,39,39,,,
ITA,202021,0,0,0,0,14,14,,,
ITA,202022,0,0,0,0,7,7,,,
ITA,202023,0,0,0,0,24,24,,,
ITA,202024,0,0,0,0,34,34,,,
ITA,202025,0,0,0,0,24,24,,,
ITA,202026,0,0,0,0,23,23,,,
ITA,202027,0,0,0,0,87,87,,,
ITA,202028,0,0,0,0,20,20,,,
ITA,202029,0,0,0,0,15,15,,,
ITA,202030,0,0,0,0,66,66,,,
ITA,202031,0,0,0,0,6,6,,,
ITA,202032,0,0,0,0,21,21,,,
ITA,202033,0,0,0,0,11,11,,,
ITA,202034,0,0,0,0,33,33,,,
ITA,202035,0,0,0,0,97,97,,,
ITA,202036,0,0,0,0,70,70,,,
ITA,202037,0,0,0,0,94,94,,,
ITA,202038,0,0,0,0,110,110,,,
ITA,202039,0,0,0,0,65,65,,,
ITA,202040,0,0,0,0,65,65,,,
ITA,202041,1,0,0,0,80,81,,,
ITA,202042,1,0,0,0,132,133,,,
ITA,202043,2,0,0,0,103,105,,,
ITA,202044,1,0,0,0,296,297,,,
ITA,202045,1,0,0,0,217,218,,,
ITA,202046,1,0,0,0,130,131,,,
ITA,202047,1,0,0,0,140,141,,,
ITA,202048,0,0,0,0,160,160,,,
ITA,202049,2,0,0,0,138,140,,,
ITA,202050,6,0,0,0,220,226,,,
ITA,202051,21,0,0,0,458,479,,,
ITA,202052,46,0,0,0,362,408,,,
ITA,202053,95,0,0,0,310,405,91036.0,,
ITA,202101,94,0,3,0,390,487,620066.0,15.0,
ITA,202102,78,0,23,0,547,648,1194163.0,18.0,
ITA,202103,220,0,0,0,549,769,1363360.0,81889.0,
ITA,202104,101,3,1,0,139,244,1397455.0,587977.0,
ITA,202105,517,1,0,0,447,965,1467147.0,1148893.0,
ITA,202106,547,10,0,0,833,1390,1744298.0,1325090.0,
ITA,202107,821,6,0,0,1052,1879,2208708.0,1369061.0,
ITA,202108,1112,7,1,0,886,2006,2930556.0,1430073.0,
ITA,202109,1715,4,0,0,725,2444,3836131.0,1674638.0,
ITA,202110,1941,10,0,0,732,2683,4810007.0,2016740.0,
ITA,202111,2656,15,215,0,790,3676,5438353.0,2495764.0,
ITA,202112,1365,11,0,0,246,1622,6539466.0,2995523.0,
ITA,202113,1805,12,2,0,328,2147,7825928.0,3501013.0,
ITA,202114,1677,8,2,0,251,1938,9251707.0,3966134.0,
ITA,202115,1781,5,2,0,231,2019,10898512.0,4501051.0,
ITA,202116,2429,9,18,0,556,3012,12619557.0,5245756.0,
ITA,202117,1140,5,40,0,207,1392,14621405.0,6220851.0,
ITA,202118,1163,11,77,0,269,1520,16857497.0,7388427.0,
ITA,202119,882,8,40,0,216,1146,19101157.0,8621047.0,
ITA,202120,1403,15,44,0,499,1961,21203475.0,10158172.0,
ITA,202121,562,2,101,0,182,847,23247273.0,11902579.0,
ITA,202122,617,4,76,0,223,920,25986350.0,13107037.0,
ITA,202123,427,0,173,0,177,777,29274786.0,14147425.0,
ITA,202124,346,1,257,0,187,791,31553566.0,15757991.0,
ITA,202125,632,3,395,0,301,1331,33485156.0,17786000.0,
ITA,202126,384,1,718,0,169,1272,35052704.0,20032440.0,
ITA,202127,289,0,1530,0,152,1971,36006648.0,22902549.0,
ITA,202128,141,1,1746,0,119,2007,36628734.0,26173475.0,
ITA,202129,112,0,2881,0,71,3064,37526326.0,29168751.0,
ITA,202130,73,0,2261,0,42,2376,38605628.0,31660884.0,
ITA,202131,23,1,1949,0,24,1997,39752236.0,33511576.0,
ITA,202132,13,0,1780,0,6,1799,40834130.0,34620864.0,
ITA,202133,7,0,1637,0,4,1648,41598310.0,35305069.0,
ITA,202134,2,1,2005,0,5,2013,42407702.0,36316536.0,
ITA,202135,19,0,1834,0,2,1855,43255126.0,37450346.0,
ITA,202136,3,0,1150,0,0,1153,43864776.0,38597231.0,
ITA,202137,2,1,1414,0,1,1418,44351504.0,39608008.0,5385.0
ITA,202138,3,0,1286,0,2,1291,44946893.0,40545754.0,57728.0
ITA,202139,3,0,1426,0,1,1430,45469424.0,41225544.0,143865.0
ITA,202140,8,0,1253,0,21,1282,45858086.0,41710209.0,344646.0
ITA,202141,42,0,1035,0,5,1082,46297195.0,42251407.0,649841.0
ITA,202142,2,0,1400,0,3,1405,46557366.0,42734485.0,1092015.0
ITA,202143,0,0,1368,0,2,1370,46707429.0,43105811.0,1678850.0
ITA,202144,0,0,1936,0,10,1946,46817423.0,43430473.0,2296559.0
ITA,202145,0,0,1910,0,10,1920,46945490.0,43706112.0,3197195.0
ITA,202146,0,0,1959,1,3,1963,47072754.0,43888251.0,4313280.0
ITA,202147,1,0,1701,0,3,1705,47235588.0,44032195.0,5990866.0
ITA,202148,1,0,1560,11,1,1573,47452025.0,44165945.0,8560545.0
ITA,202149,2,0,2783,32,2,2819,47694556.0,44300586.0,11479191.0
ITA,202150,1,0,1579,270,2,1852,47953911.0,44451060.0,14758375.0
ITA,202151,1,0,2119,1319,2,3441,48176561.0,44582322.0,17185715.0
ITA,202152,0,0,610,1780,3,2393,48448161.0,44740876.0,19766808.0
ITA,202201,0,0,483,2493,1,2977,48915008.0,45004743.0,23028643.0
ITA,202202,0,0,175,1751,1,1927,49463653.0,45330425.0,26798678.0
ITA,202203,0,0,160,3060,2,3222,49881711.0,45628735.0,30113259.0
ITA,202204,0,0,28,1426,2,1456,50175765.0,45993773.0,32996147.0
ITA,202205,0,0,49,3377,8,3434,50406123.0,46431909.0,35006828.0
ITA,202206,0,0,12,1783,0,1795,50546336.0,46858799.0,36153818.0
ITA,202207,0,0,25,1384,5,1414,50621427.0,47174898.0,36879854.0
ITA,202208,1,0,4,1050,5,1060,50664647.0,47415468.0,37431918.0
ITA,202209,0,0,2,914,6,922,50700346.0,47576179.0,37844145.0
ITA,202210,1,0,2,2085,4,2092,50725993.0,47672718.0,38193440.0
ITA,202211,0,0,2,1245,4,1251,50747642.0,47735522.0,38501223.0
ITA,202212,0,0,0,1514,5,1519,50763716.0,47783932.0,38760771.0
ITA,202213,0,0,1,1904,3,1908,50775322.0,47817002.0,38958576.0
ITA,202214,0,0,1,2612,1,2614,50783923.0,47841119.0,39109985.0
ITA,202215,0,0,2,1376,8,1386,50791715.0,47859870.0,39262835.0
ITA,202216,0,0,1,1429,3,1433,50798055.0,47874064.0,39466773.0
ITA,202217,0,0,0,1408,2,1410,50804051.0,47884868.0,39695383.0
ITA,202218,0,0,0,2381,3,2384,50809320.0,47892743.0,39931042.0
ITA,202219,0,0,1,938,2,941,50814234.0,47899467.0,40170837.0
ITA,202220,0,0,0,1121,0,1121,50819008.0,47905403.0,40383654.0
ITA,202221,0,0,0,650,0,650,50822992.0,47910720.0,40576496.0
ITA,202222,0,0,0,877,4,881,50825844.0,47914324.0,40687184.0
ITA,202223,0,0,0,1657,2,1659,50829111.0,47918500.0,40807320.0
ITA,202224,0,0,0,800,1,801,50832233.0,47921993.0,40912115.0
ITA,202225,0,0,0,989,2,991,50835310.0,47925051.0,41018779.0
ITA,202226,0,0,0,1191,0,1191,50838386.0,47927922.0,41125774.0
ITA,202227,0,0,0,2202,16,2218,50841466.0,47930623.0,41255536.0
ITA,202228,0,0,0,1605,3,1608,50845061.0,47933488.0,41538324.0
ITA,202229,0,0,0,1434,7,1441,50848327.0,47936291.0,41985171.0
ITA,202230,0,0,0,1067,0,1067,50851528.0,47939017.0,42386861.0
ITA,202231,0,0,1,1579,4,1584,50854257.0,47941470.0,42673439.0
ITA,202232,0,0,0,762,0,762,50856332.0,47943371.0,42841659.0
ITA,202233,0,0,0,456,0,456,50857766.0,47944867.0,42932800.0
ITA,202234,0,0,1,529,0,530,50859944.0,47946925.0,43039206.0
ITA,202235,0,0,0,414,0,414,50862129.0,47948873.0,43142565.0
ITA,202236,0,0,0,841,0,841,50864611.0,47950646.0,43223647.0
ITA,202237,0,0,0,520,0,520,50866354.0,47952133.0,43306235.0
ITA,202238,0,0,0,427,0,427,50867647.0,47953533.0,43404255.0
ITA,202239,0,0,0,154,0,154,50868959.0,47955120.0,43533133.0
ITA,202240,0,0,0,86,0,86,50870400.0,47956452.0,43721833.0
JPN,202002,0,0,0,0,1,1,,,
JPN,202003,0,0,0,0,1,1,,,
JPN,202004,0,0,0,0,5,5,,,
JPN,202005,0,0,0,0,6,6,,,
JPN,202006,0,0,0,0,2,2,,,
JPN,202007,0,0,0,0,33,33,,,
JPN,202008,0,0,0,0,77,77,,,
JPN,202009,0,0,0,0,29,29,,,
JPN,202010,0,0,0,0,77,77,,,
JPN,202011,0,0,0,0,106,106,,,
JPN,202012,0,0,0,0,104,104,,,
JPN,202013,0,0,0,0,197,197,,,
